Phrase;VARK Style;Mental Pillar
Flushed it flushed it.;Read/Write;Confidence
A drive drive drive drive.;Kinesthetic;Control
And down down got up got down up down got got got.;Read/Write;Control
The the burned edge burned burned edge burned.;Visual;Control
Pin went pin pin went went.;Visual;Focus
It it the the left.;Kinesthetic;Control
Scrambled hard scrambled scrambled scrambled hard scrambled.;Read/Write;Control
Seeking went went pin went went went seeking.;Kinesthetic;Confidence
Pured irons irons my my pured my irons my pured my pured.;Aural;Focus
It left jaws the in in.;Kinesthetic;Control
A drive drive nuked.;Aural;Control
Chili-dipped chili-dipped it it chili-dipped it it it it chili-dipped chili-dipped it it.;Kinesthetic;Confidence
It the jaws.;Read/Write;Focus
Egg fried fried egg fried fried.;Kinesthetic;Focus
Went went pin pin went went went seeking went went went.;Visual;Focus
Nuked a a a.;Aural;Confidence
It chili-dipped chili-dipped chili-dipped it it it chili-dipped.;Kinesthetic;Control
Hard scrambled scrambled scrambled scrambled scrambled hard.;Kinesthetic;Control
Left left left in left it left jaws left left.;Read/Write;Confidence
Irons pured my pured pured my irons.;Read/Write;Confidence
Hit screws screws screws the screws hit the.;Read/Write;Control
In in in dialed in in.;Kinesthetic;Control
One one one pipe one pipe one.;Aural;Control
Burned edge burned edge edge burned edge the burned burned.;Kinesthetic;Control
It it blew past past blew.;Visual;Control
A nuked a nuked nuked nuked nuked a nuked.;Visual;Confidence
One one pipe one pipe pipe pipe pipe pipe.;Visual;Confidence
The rock the rolled rolled.;Kinesthetic;Confidence
Chili-dipped it chili-dipped it it chili-dipped it.;Visual;Focus
The rolled rock the the rock.;Read/Write;Focus
Fried fried egg fried fried.;Read/Write;Focus
Dialed dialed in in in.;Visual;Confidence
Chili-dipped it it it chili-dipped it chili-dipped it chili-dipped it chili-dipped.;Aural;Focus
Pin pin seeking went went went.;Visual;Confidence
My wedge my my chunked chunked wedge chunked.;Aural;Control
Scrambled hard hard scrambled hard hard hard scrambled.;Kinesthetic;Confidence
Dialed dialed in dialed.;Read/Write;Confidence
It it it flushed it flushed.;Visual;Confidence
Pin pin pin went pin went pin.;Kinesthetic;Focus
Chunked wedge my wedge my chunked my chunked my wedge wedge.;Read/Write;Confidence
The the edge edge burned edge the edge the edge edge.;Read/Write;Confidence
Blew past past blew blew blew it it past past past.;Read/Write;Control
Scrambled hard hard scrambled hard.;Aural;Focus
Hard hard hard scrambled.;Visual;Focus
It it it chili-dipped chili-dipped it it it.;Visual;Focus
My wedge my my.;Read/Write;Control
Fried fried fried egg fried fried egg fried egg fried fried.;Visual;Control
Pipe one pipe pipe one pipe pipe pipe one one one.;Read/Write;Confidence
One one one pipe pipe pipe pipe.;Visual;Control
Hard scrambled hard scrambled scrambled hard.;Read/Write;Confidence
Seeking went seeking went seeking.;Aural;Control
Hard scrambled hard hard hard scrambled hard scrambled hard scrambled.;Read/Write;Confidence
Close stuck close close close stuck it.;Kinesthetic;Focus
Lie tight lie tight lie tight tight tight lie.;Kinesthetic;Confidence
In dialed dialed dialed in dialed.;Aural;Confidence
Close stuck it stuck.;Read/Write;Confidence
Past blew past past it.;Read/Write;Confidence
And up got.;Aural;Confidence
Pipe pipe pipe one.;Kinesthetic;Control
Stuck close close stuck it.;Visual;Focus
Egg egg fried egg egg fried.;Visual;Confidence
Got up got up up.;Kinesthetic;Confidence
Tight tight tight lie tight tight.;Read/Write;Confidence
Seeking seeking pin went went.;Kinesthetic;Confidence
It it chili-dipped chili-dipped.;Aural;Confidence
Pipe pipe one one pipe.;Kinesthetic;Confidence
It flushed flushed flushed it it.;Aural;Control
Lie tight lie lie lie.;Visual;Focus
Edge edge burned burned the the edge edge.;Aural;Control
Pured irons pured my my irons my my pured.;Read/Write;Confidence
Laid laid it laid it sod it.;Aural;Confidence
Got got got and got.;Read/Write;Focus
Blew blew blew past blew it.;Aural;Control
In in in dialed dialed dialed dialed in.;Kinesthetic;Control
Close it stuck it it it it.;Read/Write;Control
The the hit the the screws hit hit screws.;Visual;Confidence
My my chunked wedge wedge my wedge.;Read/Write;Focus
One one one one pipe.;Visual;Control
Pured my pured pured pured pured.;Aural;Control
Blew blew it it it it blew blew blew blew.;Visual;Confidence
Past past it it past.;Read/Write;Focus
Scrambled scrambled hard.;Kinesthetic;Confidence
It it it it it it it it flushed flushed it it.;Kinesthetic;Focus
Hard hard scrambled scrambled scrambled scrambled scrambled scrambled hard hard hard.;Kinesthetic;Control
And and up and and down down.;Read/Write;Confidence
It it it it chili-dipped.;Read/Write;Control
Chili-dipped chili-dipped it it chili-dipped chili-dipped it chili-dipped chili-dipped it chili-dipped.;Visual;Confidence
Pipe pipe one one pipe pipe.;Visual;Focus
The jaws the jaws it jaws in left.;Kinesthetic;Focus
Pin seeking went pin pin pin pin pin.;Kinesthetic;Focus
The edge edge the burned edge burned burned edge.;Aural;Focus
Chili-dipped it chili-dipped it it chili-dipped.;Kinesthetic;Confidence
In dialed dialed dialed.;Read/Write;Focus
Chili-dipped chili-dipped chili-dipped it.;Kinesthetic;Confidence
Flushed flushed flushed flushed flushed flushed it it flushed.;Read/Write;Confidence
Stuck close it it stuck close close close.;Visual;Focus
In in dialed dialed in in in.;Kinesthetic;Control
The burned the the burned.;Aural;Control
Nuked a a nuked a a.;Read/Write;Focus
Hard hard scrambled scrambled hard.;Visual;Focus
It it it.;Read/Write;Control
Tight tight lie.;Read/Write;Confidence
One one one pipe pipe pipe pipe pipe pipe.;Aural;Focus
It past past blew it it blew it past it blew past.;Visual;Confidence
Irons pured irons my my my my irons pured.;Aural;Confidence
Egg egg fried egg fried egg egg egg fried.;Visual;Control
In in in dialed dialed in dialed dialed.;Kinesthetic;Confidence
In dialed in in in dialed in dialed.;Kinesthetic;Confidence
Chili-dipped chili-dipped it chili-dipped it chili-dipped.;Aural;Confidence
It close it it it stuck stuck close.;Kinesthetic;Control
Chili-dipped chili-dipped chili-dipped it.;Kinesthetic;Confidence
The burned burned the edge edge.;Kinesthetic;Focus
Fried egg egg egg egg fried fried egg egg fried.;Kinesthetic;Confidence
Lie lie tight lie tight.;Aural;Control
Edge burned burned edge the burned edge burned.;Visual;Confidence
The screws screws the the.;Kinesthetic;Focus
One pipe one one one one.;Visual;Control
Past blew blew blew past.;Kinesthetic;Focus
It sod sod.;Read/Write;Control
The it it sod over sod the over over it sod it.;Aural;Control
Rolled rock rolled rolled.;Kinesthetic;Confidence
The the rolled rock the the.;Aural;Focus
One one pipe pipe pipe one.;Kinesthetic;Control
In dialed dialed dialed in dialed in in dialed.;Kinesthetic;Focus
Hard scrambled hard scrambled hard hard hard hard hard scrambled scrambled hard scrambled hard.;Aural;Confidence
Rock rock rock the rolled rock rock.;Read/Write;Control
Chili-dipped chili-dipped it chili-dipped it it chili-dipped chili-dipped.;Aural;Focus
Egg egg egg egg egg fried egg egg egg fried fried.;Kinesthetic;Confidence
It flushed flushed it.;Aural;Confidence
Sod laid laid the over laid.;Read/Write;Confidence
Pipe pipe one pipe one pipe pipe.;Kinesthetic;Control
Dialed dialed dialed dialed in dialed in in dialed in dialed in.;Read/Write;Control
The in drink drink the in the.;Visual;Control
Nuked a drive nuked nuked nuked drive a a.;Kinesthetic;Control
Rolled the the rolled rock rock the rock the rolled.;Aural;Focus
It flushed flushed it flushed.;Read/Write;Control
Tight lie lie lie tight.;Visual;Focus
Pin seeking seeking seeking pin went pin seeking went.;Kinesthetic;Control
Hit screws screws hit screws screws screws screws screws the.;Visual;Control
Stuck stuck stuck stuck it close stuck it stuck.;Kinesthetic;Confidence
Drive nuked a a nuked nuked drive.;Aural;Confidence
Went went seeking pin went went pin went pin went went.;Visual;Confidence
Hard hard scrambled.;Read/Write;Confidence
Drink in drink in in the in in the the.;Visual;Focus
Wedge wedge chunked my my my chunked chunked chunked my.;Aural;Control
Dialed dialed in in dialed dialed dialed dialed.;Kinesthetic;Focus
In drink the in in.;Aural;Control
Hit hit hit screws hit the.;Aural;Confidence
Dialed dialed in in in in.;Aural;Control
One one one one pipe pipe.;Aural;Focus
Left the in left jaws left it jaws jaws left left.;Aural;Focus
Hard hard hard scrambled scrambled scrambled scrambled scrambled.;Read/Write;Confidence
Drive a nuked nuked.;Visual;Confidence
Laid the sod it the it the laid it over.;Visual;Confidence
My wedge chunked chunked wedge.;Kinesthetic;Control
Irons my irons pured pured irons.;Visual;Control
Over it laid over the it it over over the it.;Aural;Confidence
Lie lie tight tight tight tight.;Aural;Confidence
A a nuked nuked nuked a.;Kinesthetic;Control
Stuck stuck it stuck it close close it it it it it close.;Kinesthetic;Focus
Over sod sod laid it.;Visual;Control
Lie tight tight lie tight tight lie tight lie lie.;Aural;Focus
Tight tight tight.;Read/Write;Confidence
Down up got down up.;Read/Write;Focus
It past blew blew.;Kinesthetic;Control
It flushed it flushed it flushed.;Aural;Control
Hit the screws the screws screws hit.;Kinesthetic;Control
Nuked a nuked a nuked.;Aural;Control
Screws hit hit hit.;Aural;Confidence
One pipe pipe pipe one one one one pipe.;Kinesthetic;Confidence
Drive drive nuked drive drive.;Aural;Control
The it it over it it it.;Visual;Control
Sod laid sod laid over.;Kinesthetic;Focus
It blew blew it.;Visual;Confidence
The hit the the the the screws hit hit hit.;Read/Write;Control
Up down down got down and got.;Visual;Focus
Drink drink in in the the.;Aural;Focus
The screws the the screws hit.;Kinesthetic;Confidence
Fried egg fried egg fried egg egg fried.;Read/Write;Focus
One one pipe pipe pipe pipe one pipe one one.;Read/Write;Focus
Pipe pipe pipe pipe pipe pipe.;Visual;Control
It flushed it flushed it flushed it it flushed flushed.;Read/Write;Control
It in jaws in the it the left the left.;Visual;Confidence
Drink the in in the.;Kinesthetic;Confidence
Down got got up got down and.;Read/Write;Control
Up and up down got down up.;Read/Write;Confidence
My my my irons pured pured my irons my.;Aural;Confidence
Drive nuked nuked nuked drive drive drive drive.;Visual;Control
Rolled the rock rock rock rolled rock rock rock the the.;Kinesthetic;Confidence
Stuck stuck it stuck it stuck.;Read/Write;Control
The rock rock rock.;Read/Write;Focus
In in in in in in dialed in dialed in in in.;Visual;Focus
Egg egg egg egg egg fried.;Visual;Control
Flushed it flushed it.;Aural;Focus
Rock rolled the rock rolled.;Aural;Control
Rock rock rolled rolled the rolled the.;Visual;Confidence
Pin pin seeking went went seeking seeking seeking went.;Read/Write;Focus
Irons pured irons pured pured.;Aural;Confidence
Pured pured my.;Kinesthetic;Control
Jaws the jaws left the the the.;Visual;Focus
Dialed dialed dialed dialed dialed in dialed in dialed dialed.;Read/Write;Control
Rock rock rolled the rolled the the the rolled the rock the.;Kinesthetic;Confidence
The the the the drink in drink drink the drink drink.;Visual;Focus
Egg fried egg egg fried.;Visual;Control
Stuck stuck stuck stuck close stuck.;Read/Write;Control
It blew it blew past past past it past it.;Kinesthetic;Confidence
And and got up got up up and got got up.;Aural;Control
Tight tight tight tight lie lie tight lie lie tight.;Read/Write;Confidence
The the the screws screws screws screws screws screws.;Read/Write;Control
It it stuck close close close it close close stuck stuck stuck.;Visual;Confidence
In in in in in in dialed dialed dialed.;Read/Write;Control
Pured pured pured irons pured irons my irons my pured irons irons my.;Kinesthetic;Control
The burned the burned burned burned the the.;Kinesthetic;Control
It it it it.;Aural;Focus
The hit screws the the hit screws hit the screws.;Kinesthetic;Confidence
Rock rolled rock rolled rock rock rock rolled.;Read/Write;Control
Got and up up got down down.;Kinesthetic;Focus
Scrambled scrambled hard scrambled scrambled hard.;Kinesthetic;Control
The the the drink the the in.;Aural;Control
It it flushed it flushed.;Read/Write;Confidence
My my pured.;Visual;Focus
In left it in left left the left the jaws it the.;Visual;Focus
Irons irons pured.;Aural;Focus
Jaws in the left it it it it it jaws.;Visual;Focus
One pipe one one pipe pipe pipe pipe pipe.;Read/Write;Focus
Up down up got got got down and down down up.;Aural;Confidence
Stuck close it it it it.;Aural;Confidence
Seeking pin seeking pin pin.;Kinesthetic;Confidence
It past it past.;Read/Write;Confidence
And and up and up.;Aural;Focus
In in in the in drink the.;Kinesthetic;Confidence
Left left in jaws in in it left jaws.;Kinesthetic;Confidence
The the the hit the hit the.;Visual;Confidence
The it the laid laid laid it.;Read/Write;Control
Flushed it it flushed flushed it it flushed it it.;Read/Write;Focus
In dialed in dialed dialed dialed dialed in dialed dialed in.;Visual;Control
Blew past it past.;Aural;Confidence
It it stuck close it stuck close.;Kinesthetic;Focus
Flushed flushed flushed flushed it it it it it flushed.;Aural;Control
Down got up got down and and up up and.;Kinesthetic;Focus
Drink drink drink the the in in.;Kinesthetic;Control
Flushed it it it it flushed flushed.;Kinesthetic;Confidence
Screws hit screws hit hit hit screws the the hit the.;Read/Write;Control
The screws screws hit screws.;Kinesthetic;Control
The edge burned burned.;Kinesthetic;Control
The drink drink in drink.;Visual;Control
Screws hit hit screws hit screws the.;Read/Write;Control
Seeking went went seeking.;Read/Write;Focus
My my irons pured pured my irons.;Aural;Control
Irons irons pured irons irons pured my.;Visual;Control
Got down got and and down got got.;Aural;Confidence
Lie lie lie lie lie tight.;Visual;Control
The the in left in jaws.;Aural;Focus
Close it stuck close close close close.;Aural;Control
Rolled the rock the rock rolled rock rock.;Kinesthetic;Confidence
Seeking went seeking seeking went pin seeking.;Kinesthetic;Control
It it stuck close close it.;Read/Write;Focus
Laid it the laid sod the over laid laid over over.;Read/Write;Focus
