Phrase;VARK;Pillar
My tempo was weird, but I didn’t panic;Read/Write;Confidence
Didn't quite feel dialed in but made it through;Visual;Focus
I wasn't fully in it, but I managed to keep my cool;Visual;Control
Tried to breathe and let it ride even though I felt off;Aural;Confidence
Kept telling myself it’s fine even if it didn’t feel great;Aural;Control
I was kind of zoning out but still holding it together;Read/Write;Control
I wasn't fully in it, but I managed to keep my cool;Aural;Confidence
Wasn’t super confident, but I tried to stay composed;Kinesthetic;Confidence
Not my sharpest day, but I kept working through it;Read/Write;Confidence
I was kind of zoning out but still holding it together;Read/Write;Control
Kept telling myself it’s fine even if it didn’t feel great;Visual;Control
Wasn’t super confident, but I tried to stay composed;Aural;Focus
Didn't quite feel dialed in but made it through;Aural;Confidence
Kept telling myself it’s fine even if it didn’t feel great;Read/Write;Confidence
My tempo was weird, but I didn’t panic;Aural;Confidence
Didn’t get upset, just stayed with it;Visual;Control
My tempo was weird, but I didn’t panic;Kinesthetic;Confidence
Wasn’t super confident, but I tried to stay composed;Visual;Focus
Didn’t get upset, just stayed with it;Aural;Confidence
Not my sharpest day, but I kept working through it;Visual;Control
Didn't quite feel dialed in but made it through;Aural;Control
Kept telling myself it’s fine even if it didn’t feel great;Read/Write;Focus
Not my sharpest day, but I kept working through it;Read/Write;Focus
Tried to breathe and let it ride even though I felt off;Kinesthetic;Confidence
Didn't quite feel dialed in but made it through;Visual;Confidence
Kept telling myself it’s fine even if it didn’t feel great;Read/Write;Control
I wasn't fully in it, but I managed to keep my cool;Aural;Control
I wasn't fully in it, but I managed to keep my cool;Read/Write;Control
Wasn’t super confident, but I tried to stay composed;Visual;Control
My tempo was weird, but I didn’t panic;Aural;Confidence
Wasn’t super confident, but I tried to stay composed;Aural;Control
Kept telling myself it’s fine even if it didn’t feel great;Kinesthetic;Control
I talked myself out of spiraling a few times;Kinesthetic;Confidence
Not my sharpest day, but I kept working through it;Read/Write;Focus
Didn’t get upset, just stayed with it;Kinesthetic;Focus
I talked myself out of spiraling a few times;Visual;Confidence
I wasn't fully in it, but I managed to keep my cool;Read/Write;Focus
Not my sharpest day, but I kept working through it;Kinesthetic;Control
Tried to breathe and let it ride even though I felt off;Kinesthetic;Focus
I was kind of zoning out but still holding it together;Visual;Focus
I wasn't fully in it, but I managed to keep my cool;Kinesthetic;Confidence
Wasn’t super confident, but I tried to stay composed;Aural;Control
Not my sharpest day, but I kept working through it;Kinesthetic;Control
Didn't quite feel dialed in but made it through;Kinesthetic;Focus
Didn’t get upset, just stayed with it;Read/Write;Focus
Kept telling myself it’s fine even if it didn’t feel great;Kinesthetic;Confidence
Tried to breathe and let it ride even though I felt off;Read/Write;Focus
Not my sharpest day, but I kept working through it;Kinesthetic;Confidence
My tempo was weird, but I didn’t panic;Visual;Confidence
Didn’t get upset, just stayed with it;Visual;Control
I talked myself out of spiraling a few times;Read/Write;Focus
I wasn't fully in it, but I managed to keep my cool;Visual;Focus
I wasn't fully in it, but I managed to keep my cool;Visual;Control
Didn't quite feel dialed in but made it through;Read/Write;Control
I was kind of zoning out but still holding it together;Aural;Confidence
Wasn’t super confident, but I tried to stay composed;Visual;Confidence
Not my sharpest day, but I kept working through it;Visual;Control
I was kind of zoning out but still holding it together;Aural;Confidence
Kept telling myself it’s fine even if it didn’t feel great;Kinesthetic;Control
Tried to breathe and let it ride even though I felt off;Aural;Confidence
Didn’t get upset, just stayed with it;Aural;Confidence
Didn't quite feel dialed in but made it through;Aural;Control
Wasn’t super confident, but I tried to stay composed;Read/Write;Focus
Didn't quite feel dialed in but made it through;Kinesthetic;Focus
Tried to breathe and let it ride even though I felt off;Kinesthetic;Control
Didn’t get upset, just stayed with it;Aural;Control
I talked myself out of spiraling a few times;Kinesthetic;Focus
Didn’t get upset, just stayed with it;Read/Write;Control
I talked myself out of spiraling a few times;Kinesthetic;Confidence
Didn’t get upset, just stayed with it;Aural;Focus
Didn’t get upset, just stayed with it;Visual;Confidence
I wasn't fully in it, but I managed to keep my cool;Read/Write;Control
Wasn’t super confident, but I tried to stay composed;Aural;Focus
Kept telling myself it’s fine even if it didn’t feel great;Aural;Focus
Kept telling myself it’s fine even if it didn’t feel great;Visual;Confidence
I wasn't fully in it, but I managed to keep my cool;Visual;Confidence
Didn't quite feel dialed in but made it through;Kinesthetic;Confidence
Didn't quite feel dialed in but made it through;Visual;Control
I wasn't fully in it, but I managed to keep my cool;Visual;Control
Kept telling myself it’s fine even if it didn’t feel great;Kinesthetic;Confidence
Not my sharpest day, but I kept working through it;Aural;Control
Not my sharpest day, but I kept working through it;Kinesthetic;Confidence
Not my sharpest day, but I kept working through it;Visual;Focus
My tempo was weird, but I didn’t panic;Aural;Control
I talked myself out of spiraling a few times;Aural;Focus
I was kind of zoning out but still holding it together;Visual;Focus
Wasn’t super confident, but I tried to stay composed;Visual;Confidence
My tempo was weird, but I didn’t panic;Kinesthetic;Focus
My tempo was weird, but I didn’t panic;Aural;Confidence
Not my sharpest day, but I kept working through it;Kinesthetic;Confidence
Didn't quite feel dialed in but made it through;Aural;Control
I was kind of zoning out but still holding it together;Visual;Focus
Didn't quite feel dialed in but made it through;Read/Write;Focus
Didn't quite feel dialed in but made it through;Visual;Confidence
I was kind of zoning out but still holding it together;Read/Write;Confidence
I was kind of zoning out but still holding it together;Kinesthetic;Control
I wasn't fully in it, but I managed to keep my cool;Read/Write;Control
I was kind of zoning out but still holding it together;Read/Write;Control
Didn't quite feel dialed in but made it through;Read/Write;Control
Not my sharpest day, but I kept working through it;Kinesthetic;Focus
I wasn't fully in it, but I managed to keep my cool;Visual;Control
Kept telling myself it’s fine even if it didn’t feel great;Read/Write;Focus
Didn't quite feel dialed in but made it through;Aural;Focus
Not my sharpest day, but I kept working through it;Read/Write;Confidence
Kept telling myself it’s fine even if it didn’t feel great;Kinesthetic;Focus
Tried to breathe and let it ride even though I felt off;Read/Write;Control
Wasn’t super confident, but I tried to stay composed;Kinesthetic;Focus
Didn’t get upset, just stayed with it;Aural;Confidence
I was kind of zoning out but still holding it together;Kinesthetic;Confidence
Didn't quite feel dialed in but made it through;Aural;Control
I wasn't fully in it, but I managed to keep my cool;Visual;Control
Wasn’t super confident, but I tried to stay composed;Visual;Focus
Didn’t get upset, just stayed with it;Visual;Control
Tried to breathe and let it ride even though I felt off;Visual;Focus
Wasn’t super confident, but I tried to stay composed;Read/Write;Focus
I wasn't fully in it, but I managed to keep my cool;Kinesthetic;Focus
Kept telling myself it’s fine even if it didn’t feel great;Visual;Control
Didn't quite feel dialed in but made it through;Kinesthetic;Confidence
Tried to breathe and let it ride even though I felt off;Aural;Confidence
Didn’t get upset, just stayed with it;Aural;Control
Didn't quite feel dialed in but made it through;Aural;Focus
I was kind of zoning out but still holding it together;Read/Write;Focus
Tried to breathe and let it ride even though I felt off;Read/Write;Focus
Didn't quite feel dialed in but made it through;Aural;Control
I wasn't fully in it, but I managed to keep my cool;Read/Write;Focus
I talked myself out of spiraling a few times;Read/Write;Focus
My tempo was weird, but I didn’t panic;Visual;Focus
Not my sharpest day, but I kept working through it;Read/Write;Confidence
Tried to breathe and let it ride even though I felt off;Kinesthetic;Focus
I was kind of zoning out but still holding it together;Visual;Control
I was kind of zoning out but still holding it together;Read/Write;Control
Kept telling myself it’s fine even if it didn’t feel great;Visual;Focus
Didn’t get upset, just stayed with it;Aural;Focus
Didn't quite feel dialed in but made it through;Aural;Confidence
I wasn't fully in it, but I managed to keep my cool;Visual;Confidence
I wasn't fully in it, but I managed to keep my cool;Read/Write;Focus
Didn’t get upset, just stayed with it;Kinesthetic;Focus
I was kind of zoning out but still holding it together;Visual;Control
Kept telling myself it’s fine even if it didn’t feel great;Kinesthetic;Control
My tempo was weird, but I didn’t panic;Kinesthetic;Focus
Not my sharpest day, but I kept working through it;Kinesthetic;Focus
Kept telling myself it’s fine even if it didn’t feel great;Read/Write;Control
