User Phrase;VARK Style;Pillar;Mood
Hey coach, was that reset okay?;Visual;Control;confused
I actually crushed it this time!;Kinesthetic;Confidence;shy
I actually crushed it this time!;Aural;Focus;bored
Can I get a redo on that swing?;Aural;Confidence;confused
Can I get a redo on that swing?;Aural;Control;excited
Pretty sure my confidence just leveled up 🔥;Visual;Confidence;excited
Not feelin' my routine today 😕;Visual;Confidence;confused
I actually crushed it this time!;Visual;Confidence;bored
I kinda zoned out mid-round 😶;Visual;Focus;bored
Wait, so was I supposed to breathe there?;Aural;Focus;excited
Not feelin' my routine today 😕;Aural;Confidence;pumped
I kinda zoned out mid-round 😶;Kinesthetic;Focus;excited
Ugh, total brain fog on that hole...;Kinesthetic;Focus;pumped
Wait, so was I supposed to breathe there?;Aural;Focus;pumped
I actually crushed it this time!;Aural;Confidence;confused
Can I get a redo on that swing?;Aural;Focus;bored
I actually crushed it this time!;Read/Write;Confidence;bored
Not feelin' my routine today 😕;Aural;Control;bored
Does this count as visualization?;Aural;Confidence;pumped
Can I get a redo on that swing?;Aural;Focus;excited
Pretty sure my confidence just leveled up 🔥;Read/Write;Control;shy
Hey coach, was that reset okay?;Visual;Confidence;confused
I kinda zoned out mid-round 😶;Read/Write;Focus;confused
Hey coach, was that reset okay?;Aural;Focus;bored
Does this count as visualization?;Aural;Control;shy
I kinda zoned out mid-round 😶;Aural;Focus;bored
Does this count as visualization?;Read/Write;Confidence;pumped
Can I get a redo on that swing?;Read/Write;Focus;bored
Can I get a redo on that swing?;Visual;Control;pumped
I kinda zoned out mid-round 😶;Kinesthetic;Confidence;excited
Ugh, total brain fog on that hole...;Aural;Confidence;shy
I actually crushed it this time!;Read/Write;Focus;bored
I kinda zoned out mid-round 😶;Kinesthetic;Focus;bored
Ugh, total brain fog on that hole...;Read/Write;Control;confused
Does this count as visualization?;Read/Write;Focus;shy
Ugh, total brain fog on that hole...;Visual;Confidence;excited
Pretty sure my confidence just leveled up 🔥;Read/Write;Focus;shy
Can I get a redo on that swing?;Visual;Confidence;bored
Does this count as visualization?;Kinesthetic;Confidence;excited
Can I get a redo on that swing?;Kinesthetic;Confidence;bored
Wait, so was I supposed to breathe there?;Kinesthetic;Confidence;shy
I actually crushed it this time!;Visual;Focus;pumped
I kinda zoned out mid-round 😶;Read/Write;Control;bored
Whoa, I just aced my focus drill!;Aural;Control;pumped
Not feelin' my routine today 😕;Visual;Control;confused
Pretty sure my confidence just leveled up 🔥;Visual;Confidence;confused
I actually crushed it this time!;Read/Write;Control;excited
Not feelin' my routine today 😕;Aural;Confidence;confused
I kinda zoned out mid-round 😶;Visual;Focus;shy
I actually crushed it this time!;Read/Write;Confidence;confused
Wait, so was I supposed to breathe there?;Kinesthetic;Confidence;confused
Can I get a redo on that swing?;Kinesthetic;Control;bored
Hey coach, was that reset okay?;Visual;Focus;confused
I kinda zoned out mid-round 😶;Read/Write;Confidence;confused
Not feelin' my routine today 😕;Visual;Confidence;bored
Whoa, I just aced my focus drill!;Aural;Control;excited
I actually crushed it this time!;Aural;Focus;shy
Pretty sure my confidence just leveled up 🔥;Visual;Control;bored
Does this count as visualization?;Visual;Focus;bored
Ugh, total brain fog on that hole...;Aural;Confidence;shy
Ugh, total brain fog on that hole...;Read/Write;Confidence;bored
Does this count as visualization?;Aural;Control;excited
Can I get a redo on that swing?;Aural;Focus;pumped
Ugh, total brain fog on that hole...;Read/Write;Control;excited
Wait, so was I supposed to breathe there?;Aural;Confidence;pumped
Not feelin' my routine today 😕;Read/Write;Confidence;confused
Can I get a redo on that swing?;Aural;Control;excited
Ugh, total brain fog on that hole...;Aural;Focus;bored
I kinda zoned out mid-round 😶;Kinesthetic;Control;confused
Pretty sure my confidence just leveled up 🔥;Aural;Control;excited
Pretty sure my confidence just leveled up 🔥;Visual;Confidence;excited
I actually crushed it this time!;Visual;Focus;shy
Can I get a redo on that swing?;Kinesthetic;Confidence;confused
Pretty sure my confidence just leveled up 🔥;Visual;Confidence;pumped
Hey coach, was that reset okay?;Kinesthetic;Focus;bored
Does this count as visualization?;Visual;Confidence;shy
I kinda zoned out mid-round 😶;Aural;Focus;bored
I actually crushed it this time!;Read/Write;Control;bored
Ugh, total brain fog on that hole...;Read/Write;Focus;shy
Whoa, I just aced my focus drill!;Read/Write;Focus;pumped
Whoa, I just aced my focus drill!;Kinesthetic;Control;confused
Whoa, I just aced my focus drill!;Aural;Focus;bored
Not feelin' my routine today 😕;Aural;Confidence;pumped
I kinda zoned out mid-round 😶;Kinesthetic;Focus;bored
Whoa, I just aced my focus drill!;Read/Write;Confidence;excited
Ugh, total brain fog on that hole...;Kinesthetic;Focus;excited
Does this count as visualization?;Read/Write;Confidence;excited
Not feelin' my routine today 😕;Visual;Control;shy
I actually crushed it this time!;Read/Write;Confidence;pumped
Ugh, total brain fog on that hole...;Visual;Control;bored
Ugh, total brain fog on that hole...;Visual;Focus;excited
Whoa, I just aced my focus drill!;Kinesthetic;Focus;confused
Hey coach, was that reset okay?;Kinesthetic;Focus;bored
Does this count as visualization?;Aural;Focus;pumped
Not feelin' my routine today 😕;Aural;Confidence;bored
Pretty sure my confidence just leveled up 🔥;Aural;Control;shy
Hey coach, was that reset okay?;Aural;Confidence;excited
Does this count as visualization?;Kinesthetic;Focus;shy
Can I get a redo on that swing?;Aural;Confidence;pumped
Hey coach, was that reset okay?;Visual;Focus;bored
Ugh, total brain fog on that hole...;Visual;Focus;excited
Pretty sure my confidence just leveled up 🔥;Read/Write;Confidence;shy
Can I get a redo on that swing?;Kinesthetic;Confidence;confused
I actually crushed it this time!;Visual;Confidence;shy
Does this count as visualization?;Read/Write;Control;bored
Ugh, total brain fog on that hole...;Read/Write;Control;excited
Does this count as visualization?;Read/Write;Confidence;bored
Can I get a redo on that swing?;Visual;Confidence;bored
Whoa, I just aced my focus drill!;Read/Write;Control;bored
Not feelin' my routine today 😕;Aural;Confidence;shy
Can I get a redo on that swing?;Kinesthetic;Confidence;pumped
Hey coach, was that reset okay?;Read/Write;Focus;pumped
Does this count as visualization?;Kinesthetic;Confidence;confused
Ugh, total brain fog on that hole...;Read/Write;Confidence;excited
Pretty sure my confidence just leveled up 🔥;Read/Write;Focus;excited
Pretty sure my confidence just leveled up 🔥;Aural;Confidence;confused
Whoa, I just aced my focus drill!;Kinesthetic;Control;bored
I actually crushed it this time!;Read/Write;Control;bored
Ugh, total brain fog on that hole...;Kinesthetic;Confidence;confused
Whoa, I just aced my focus drill!;Visual;Control;confused
Does this count as visualization?;Read/Write;Focus;shy
I kinda zoned out mid-round 😶;Kinesthetic;Focus;confused
Not feelin' my routine today 😕;Kinesthetic;Control;shy
I kinda zoned out mid-round 😶;Kinesthetic;Control;pumped
Pretty sure my confidence just leveled up 🔥;Aural;Control;excited
Pretty sure my confidence just leveled up 🔥;Visual;Control;pumped
Can I get a redo on that swing?;Kinesthetic;Control;excited
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Confidence;shy
Hey coach, was that reset okay?;Visual;Control;excited
I actually crushed it this time!;Visual;Confidence;bored
Not feelin' my routine today 😕;Kinesthetic;Control;confused
Whoa, I just aced my focus drill!;Read/Write;Focus;confused
Can I get a redo on that swing?;Visual;Control;bored
Does this count as visualization?;Read/Write;Control;bored
Can I get a redo on that swing?;Aural;Confidence;shy
Whoa, I just aced my focus drill!;Read/Write;Focus;shy
Wait, so was I supposed to breathe there?;Read/Write;Confidence;confused
Does this count as visualization?;Kinesthetic;Control;shy
Not feelin' my routine today 😕;Kinesthetic;Focus;confused
I kinda zoned out mid-round 😶;Visual;Control;pumped
Ugh, total brain fog on that hole...;Kinesthetic;Confidence;shy
I actually crushed it this time!;Visual;Control;excited
Can I get a redo on that swing?;Kinesthetic;Focus;bored
Does this count as visualization?;Kinesthetic;Focus;confused
Hey coach, was that reset okay?;Visual;Focus;excited
Hey coach, was that reset okay?;Kinesthetic;Control;bored
Ugh, total brain fog on that hole...;Read/Write;Control;confused
Can I get a redo on that swing?;Kinesthetic;Control;confused
I kinda zoned out mid-round 😶;Kinesthetic;Control;excited
Hey coach, was that reset okay?;Visual;Confidence;bored
I actually crushed it this time!;Aural;Focus;excited
Can I get a redo on that swing?;Visual;Control;shy
I kinda zoned out mid-round 😶;Visual;Focus;excited
I kinda zoned out mid-round 😶;Aural;Control;pumped
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Control;confused
Can I get a redo on that swing?;Kinesthetic;Confidence;bored
Can I get a redo on that swing?;Aural;Confidence;excited
Not feelin' my routine today 😕;Aural;Confidence;confused
Whoa, I just aced my focus drill!;Visual;Confidence;bored
Ugh, total brain fog on that hole...;Read/Write;Focus;pumped
Wait, so was I supposed to breathe there?;Kinesthetic;Focus;bored
Ugh, total brain fog on that hole...;Aural;Focus;bored
Hey coach, was that reset okay?;Read/Write;Focus;pumped
I actually crushed it this time!;Visual;Focus;confused
Does this count as visualization?;Kinesthetic;Focus;confused
Can I get a redo on that swing?;Read/Write;Confidence;bored
Can I get a redo on that swing?;Kinesthetic;Focus;pumped
Hey coach, was that reset okay?;Aural;Confidence;excited
Wait, so was I supposed to breathe there?;Kinesthetic;Control;pumped
Whoa, I just aced my focus drill!;Read/Write;Control;confused
Does this count as visualization?;Read/Write;Confidence;shy
I kinda zoned out mid-round 😶;Kinesthetic;Focus;bored
Hey coach, was that reset okay?;Read/Write;Confidence;excited
Hey coach, was that reset okay?;Read/Write;Focus;shy
Does this count as visualization?;Aural;Confidence;excited
Does this count as visualization?;Aural;Focus;pumped
I actually crushed it this time!;Aural;Control;bored
Can I get a redo on that swing?;Aural;Confidence;pumped
I actually crushed it this time!;Visual;Control;excited
I kinda zoned out mid-round 😶;Read/Write;Focus;pumped
I actually crushed it this time!;Aural;Control;confused
I kinda zoned out mid-round 😶;Aural;Focus;excited
Hey coach, was that reset okay?;Read/Write;Focus;bored
I actually crushed it this time!;Visual;Confidence;bored
Hey coach, was that reset okay?;Visual;Control;bored
Ugh, total brain fog on that hole...;Aural;Confidence;bored
Whoa, I just aced my focus drill!;Kinesthetic;Control;shy
Wait, so was I supposed to breathe there?;Visual;Control;excited
Pretty sure my confidence just leveled up 🔥;Aural;Confidence;confused
Ugh, total brain fog on that hole...;Read/Write;Focus;confused
Whoa, I just aced my focus drill!;Visual;Confidence;confused
I actually crushed it this time!;Visual;Control;excited
Ugh, total brain fog on that hole...;Aural;Confidence;pumped
Not feelin' my routine today 😕;Visual;Focus;pumped
Pretty sure my confidence just leveled up 🔥;Visual;Confidence;excited
Can I get a redo on that swing?;Read/Write;Control;pumped
Wait, so was I supposed to breathe there?;Read/Write;Confidence;pumped
Hey coach, was that reset okay?;Visual;Focus;pumped
Wait, so was I supposed to breathe there?;Read/Write;Control;excited
Does this count as visualization?;Visual;Control;bored
I kinda zoned out mid-round 😶;Kinesthetic;Confidence;excited
I actually crushed it this time!;Visual;Control;excited
Ugh, total brain fog on that hole...;Kinesthetic;Focus;shy
I actually crushed it this time!;Kinesthetic;Focus;excited
Hey coach, was that reset okay?;Read/Write;Focus;shy
Not feelin' my routine today 😕;Visual;Control;pumped
I kinda zoned out mid-round 😶;Visual;Confidence;shy
Does this count as visualization?;Kinesthetic;Confidence;bored
I actually crushed it this time!;Kinesthetic;Control;confused
Hey coach, was that reset okay?;Visual;Confidence;bored
Whoa, I just aced my focus drill!;Read/Write;Control;excited
Does this count as visualization?;Kinesthetic;Control;excited
Does this count as visualization?;Aural;Control;confused
Does this count as visualization?;Read/Write;Control;shy
I actually crushed it this time!;Visual;Focus;excited
Ugh, total brain fog on that hole...;Kinesthetic;Focus;excited
Can I get a redo on that swing?;Visual;Confidence;excited
I kinda zoned out mid-round 😶;Visual;Confidence;bored
Hey coach, was that reset okay?;Visual;Focus;confused
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Focus;confused
Not feelin' my routine today 😕;Aural;Control;bored
Pretty sure my confidence just leveled up 🔥;Read/Write;Focus;excited
Ugh, total brain fog on that hole...;Read/Write;Confidence;excited
Wait, so was I supposed to breathe there?;Aural;Focus;shy
Not feelin' my routine today 😕;Visual;Confidence;pumped
Whoa, I just aced my focus drill!;Read/Write;Confidence;pumped
Pretty sure my confidence just leveled up 🔥;Read/Write;Confidence;pumped
Can I get a redo on that swing?;Aural;Confidence;excited
Ugh, total brain fog on that hole...;Kinesthetic;Control;shy
Ugh, total brain fog on that hole...;Aural;Control;confused
Pretty sure my confidence just leveled up 🔥;Aural;Confidence;excited
