Phrase,Intent,Tags,Notes
"Played a with my putter from 130 yards, ended up in the bunker.",ShotLog.Technical,"Club:putter,Distance:130 yards,Condition:downhill,Shape:None,Outcome:in the bunker,Hole:hole 7",Technical shot voice log for NLP training
"5-wood shot from 35 feet, uphill, landed rolled off the back.",ShotLog.Technical,"Club:5-wood,Distance:35 feet,Condition:uphill,Shape:None,Outcome:rolled off the back,Hole:hole 4",Technical shot voice log for NLP training
"Hit a sand wedge from 90 feet crosswind from the left, and it missed short.",ShotLog.Technical,"Club:sand wedge,Distance:90 feet,Condition:crosswind from the left,Shape:None,Outcome:missed short,Hole:hole 18",Technical shot voice log for NLP training
"Putting for 290 yards, missed missed long.",ShotLog.Technical,"Club:5-wood,Distance:290 yards,Condition:from the bunker,Shape:hook,Outcome:missed long,Hole:hole 7",Technical shot voice log for NLP training
"Took a 5-iron from 70 feet off a downhill slope, result was missed right.",ShotLog.Technical,"Club:5-iron,Distance:70 feet,Condition:off a downhill slope,Shape:straight,Outcome:missed right,Hole:hole 11",Technical shot voice log for NLP training
Hit a 4-iron from 50 feet dry fairway.,ShotLog.Technical,"Club:4-iron,Distance:50 feet,Condition:dry fairway,Shape:draw,Outcome:in the rough,Hole:hole 5",Technical shot voice log for NLP training
"Hit a 3-iron from 20 feet tight lie, and it missed right.",ShotLog.Technical,"Club:3-iron,Distance:20 feet,Condition:tight lie,Shape:push,Outcome:missed right,Hole:hole 9",Technical shot voice log for NLP training
"5-wood shot from 50 feet, from the bunker, landed on the fairway.",ShotLog.Technical,"Club:5-wood,Distance:50 feet,Condition:from the bunker,Shape:pull,Outcome:on the fairway,Hole:hole 12",Technical shot voice log for NLP training
"8-iron shot from 200 yards, tight lie, landed in the rough.",ShotLog.Technical,"Club:8-iron,Distance:200 yards,Condition:tight lie,Shape:straight,Outcome:in the rough,Hole:hole 7",Technical shot voice log for NLP training
"Took a putter from 180 yards uphill, result was in the water.",ShotLog.Technical,"Club:putter,Distance:180 yards,Condition:uphill,Shape:hook,Outcome:in the water,Hole:hole 15",Technical shot voice log for NLP training
"Took a 3-iron from 120 yards crosswind from the left, result was missed right.",ShotLog.Technical,"Club:3-iron,Distance:120 yards,Condition:crosswind from the left,Shape:hook,Outcome:missed right,Hole:hole 10",Technical shot voice log for NLP training
"Hit a 6-iron from 80 yards, shot a push.",ShotLog.Technical,"Club:6-iron,Distance:80 yards,Condition:off a downhill slope,Shape:push,Outcome:in the bunker,Hole:hole 5",Technical shot voice log for NLP training
"Driver shot from 65 feet, off a downhill slope, landed landed on the green.",ShotLog.Technical,"Club:driver,Distance:65 feet,Condition:off a downhill slope,Shape:draw,Outcome:landed on the green,Hole:hole 15",Technical shot voice log for NLP training
"Hit a 7-iron from 260 yards into the wind, and it .",ShotLog.Technical,"Club:7-iron,Distance:260 yards,Condition:into the wind,Shape:pull,Outcome:None,Hole:hole 12",Technical shot voice log for NLP training
"Hit a 3-iron from 40 feet tight lie, and it on the fairway.",ShotLog.Technical,"Club:3-iron,Distance:40 feet,Condition:tight lie,Shape:push,Outcome:on the fairway,Hole:hole 11",Technical shot voice log for NLP training
Hit a 8-iron from 85 feet.,ShotLog.Technical,"Club:8-iron,Distance:85 feet,Condition:from the bunker,Shape:draw,Outcome:in the bunker,Hole:hole 9",Technical shot voice log for NLP training
"Played a with my 7-iron from 60 feet, ended up missed short.",ShotLog.Technical,"Club:7-iron,Distance:60 feet,Condition:tight lie,Shape:None,Outcome:missed short,Hole:hole 7",Technical shot voice log for NLP training
"Putting for 260 yards, missed missed right.",ShotLog.Technical,"Club:sand wedge,Distance:260 yards,Condition:with a tailwind,Shape:draw,Outcome:missed right,Hole:hole 11",Technical shot voice log for NLP training
"Played a straight with my 6-iron from 35 feet, ended up in the rough.",ShotLog.Technical,"Club:6-iron,Distance:35 feet,Condition:None,Shape:straight,Outcome:in the rough,Hole:hole 15",Technical shot voice log for NLP training
"Played a fade with my driver from 20 feet, ended up hit a tree.",ShotLog.Technical,"Club:driver,Distance:20 feet,Condition:off a downhill slope,Shape:fade,Outcome:hit a tree,Hole:hole 9",Technical shot voice log for NLP training
Hit a 8-iron from 50 feet downhill.,ShotLog.Technical,"Club:8-iron,Distance:50 feet,Condition:downhill,Shape:pull,Outcome:None,Hole:hole 2",Technical shot voice log for NLP training
"Took a 3-wood from 290 yards uphill, result was rolled off the back.",ShotLog.Technical,"Club:3-wood,Distance:290 yards,Condition:uphill,Shape:draw,Outcome:rolled off the back,Hole:hole 6",Technical shot voice log for NLP training
Pushed a 5-iron into the on the fairway.,ShotLog.Technical,"Club:5-iron,Distance:220 yards,Condition:with a tailwind,Shape:draw,Outcome:on the fairway,Hole:hole 4",Technical shot voice log for NLP training
"Putting for 170 yards, missed missed short.",ShotLog.Technical,"Club:hybrid,Distance:170 yards,Condition:uphill,Shape:push,Outcome:missed short,Hole:hole 8",Technical shot voice log for NLP training
"Played a straight with my sand wedge from 95 feet, ended up on the fairway.",ShotLog.Technical,"Club:sand wedge,Distance:95 feet,Condition:with a tailwind,Shape:straight,Outcome:on the fairway,Hole:hole 17",Technical shot voice log for NLP training
"Hit a 5-iron from 280 yards off a downhill slope, and it .",ShotLog.Technical,"Club:5-iron,Distance:280 yards,Condition:off a downhill slope,Shape:fade,Outcome:None,Hole:hole 10",Technical shot voice log for NLP training
"Played a push with my 4-iron from 90 feet, ended up missed long.",ShotLog.Technical,"Club:4-iron,Distance:90 feet,Condition:with a headwind,Shape:push,Outcome:missed long,Hole:hole 3",Technical shot voice log for NLP training
"Took a 3-wood from 120 yards with a headwind, result was rolled off the back.",ShotLog.Technical,"Club:3-wood,Distance:120 yards,Condition:with a headwind,Shape:push,Outcome:rolled off the back,Hole:hole 11",Technical shot voice log for NLP training
"Used my 3-iron on hole 14, 40 feet, tight lie.",ShotLog.Technical,"Club:3-iron,Distance:40 feet,Condition:tight lie,Shape:None,Outcome:in the rough,Hole:hole 14",Technical shot voice log for NLP training
"Hybrid shot from 30 feet, from a bad lie, landed missed long.",ShotLog.Technical,"Club:hybrid,Distance:30 feet,Condition:from a bad lie,Shape:straight,Outcome:missed long,Hole:hole 8",Technical shot voice log for NLP training
"Hit a putter from 300 yards into the wind, and it in the water.",ShotLog.Technical,"Club:putter,Distance:300 yards,Condition:into the wind,Shape:pull,Outcome:in the water,Hole:hole 5",Technical shot voice log for NLP training
"Took a 8-iron from 55 feet uphill, result was in the bunker.",ShotLog.Technical,"Club:8-iron,Distance:55 feet,Condition:uphill,Shape:straight,Outcome:in the bunker,Hole:hole 11",Technical shot voice log for NLP training
Hit a 8-iron from 90 yards.,ShotLog.Technical,"Club:8-iron,Distance:90 yards,Condition:uphill,Shape:hook,Outcome:missed left,Hole:hole 7",Technical shot voice log for NLP training
"Used my 3-iron on hole 10, 270 yards, downhill.",ShotLog.Technical,"Club:3-iron,Distance:270 yards,Condition:downhill,Shape:slice,Outcome:on the fairway,Hole:hole 10",Technical shot voice log for NLP training
"Putter shot from 200 yards, tight lie, landed in the bunker.",ShotLog.Technical,"Club:putter,Distance:200 yards,Condition:tight lie,Shape:pull,Outcome:in the bunker,Hole:hole 7",Technical shot voice log for NLP training
"Hit a hybrid from 200 yards, shot a straight.",ShotLog.Technical,"Club:hybrid,Distance:200 yards,Condition:wet fairway,Shape:straight,Outcome:landed on the green,Hole:hole 5",Technical shot voice log for NLP training
"Took a lob wedge from 200 yards wet fairway, result was missed long.",ShotLog.Technical,"Club:lob wedge,Distance:200 yards,Condition:wet fairway,Shape:straight,Outcome:missed long,Hole:hole 9",Technical shot voice log for NLP training
"Putting for 50 feet, missed in the rough.",ShotLog.Technical,"Club:putter,Distance:50 feet,Condition:with a headwind,Shape:None,Outcome:in the rough,Hole:hole 17",Technical shot voice log for NLP training
Pushed a 6-iron into the .,ShotLog.Technical,"Club:6-iron,Distance:55 feet,Condition:crosswind from the left,Shape:hook,Outcome:None,Hole:hole 1",Technical shot voice log for NLP training
"Hit a hybrid from 90 feet, shot a push.",ShotLog.Technical,"Club:hybrid,Distance:90 feet,Condition:tight lie,Shape:push,Outcome:in the water,Hole:hole 11",Technical shot voice log for NLP training
"Putting for 130 yards, missed on the fairway.",ShotLog.Technical,"Club:6-iron,Distance:130 yards,Condition:with a tailwind,Shape:slice,Outcome:on the fairway,Hole:hole 13",Technical shot voice log for NLP training
"Used my 9-iron on hole 11, 240 yards, off the tee.",ShotLog.Technical,"Club:9-iron,Distance:240 yards,Condition:off the tee,Shape:straight,Outcome:in the rough,Hole:hole 11",Technical shot voice log for NLP training
"Played a hook with my putter from 45 feet, ended up missed left.",ShotLog.Technical,"Club:putter,Distance:45 feet,Condition:uphill,Shape:hook,Outcome:missed left,Hole:hole 10",Technical shot voice log for NLP training
"Hit a lob wedge from 15 feet off a downhill slope, and it landed on the green.",ShotLog.Technical,"Club:lob wedge,Distance:15 feet,Condition:off a downhill slope,Shape:hook,Outcome:landed on the green,Hole:hole 12",Technical shot voice log for NLP training
Pushed a 2-iron into the on the fairway.,ShotLog.Technical,"Club:2-iron,Distance:290 yards,Condition:off a downhill slope,Shape:slice,Outcome:on the fairway,Hole:hole 10",Technical shot voice log for NLP training
"Used my 3-iron on hole 3, 90 feet, from a bad lie.",ShotLog.Technical,"Club:3-iron,Distance:90 feet,Condition:from a bad lie,Shape:draw,Outcome:in the rough,Hole:hole 3",Technical shot voice log for NLP training
Pushed a 9-iron into the in the rough.,ShotLog.Technical,"Club:9-iron,Distance:35 feet,Condition:off a downhill slope,Shape:straight,Outcome:in the rough,Hole:hole 16",Technical shot voice log for NLP training
"Played a slice with my 2-iron from 85 feet, ended up in the rough.",ShotLog.Technical,"Club:2-iron,Distance:85 feet,Condition:with a tailwind,Shape:slice,Outcome:in the rough,Hole:hole 7",Technical shot voice log for NLP training
"Used my sand wedge on hole 6, 270 yards, with a tailwind.",ShotLog.Technical,"Club:sand wedge,Distance:270 yards,Condition:with a tailwind,Shape:pull,Outcome:missed right,Hole:hole 6",Technical shot voice log for NLP training
"7-iron shot from 65 feet, , landed .",ShotLog.Technical,"Club:7-iron,Distance:65 feet,Condition:None,Shape:push,Outcome:None,Hole:hole 18",Technical shot voice log for NLP training
"Took a 5-iron from 100 yards from the rough, result was on the fairway.",ShotLog.Technical,"Club:5-iron,Distance:100 yards,Condition:from the rough,Shape:straight,Outcome:on the fairway,Hole:hole 11",Technical shot voice log for NLP training
Pushed a 3-iron into the hit a tree.,ShotLog.Technical,"Club:3-iron,Distance:220 yards,Condition:from the bunker,Shape:pull,Outcome:hit a tree,Hole:hole 18",Technical shot voice log for NLP training
"Took a 7-iron from 220 yards , result was landed on the green.",ShotLog.Technical,"Club:7-iron,Distance:220 yards,Condition:None,Shape:straight,Outcome:landed on the green,Hole:hole 2",Technical shot voice log for NLP training
"Hit a 4-iron from 80 yards uphill, and it missed right.",ShotLog.Technical,"Club:4-iron,Distance:80 yards,Condition:uphill,Shape:straight,Outcome:missed right,Hole:hole 13",Technical shot voice log for NLP training
"Took a 5-wood from 270 yards from a bad lie, result was .",ShotLog.Technical,"Club:5-wood,Distance:270 yards,Condition:from a bad lie,Shape:pull,Outcome:None,Hole:hole 18",Technical shot voice log for NLP training
Hit a 7-iron from 300 yards .,ShotLog.Technical,"Club:7-iron,Distance:300 yards,Condition:None,Shape:hook,Outcome:missed long,Hole:hole 3",Technical shot voice log for NLP training
"Hit a 5-wood from 15 feet, shot a hook.",ShotLog.Technical,"Club:5-wood,Distance:15 feet,Condition:wet fairway,Shape:hook,Outcome:in the water,Hole:hole 5",Technical shot voice log for NLP training
Hit a lob wedge from 60 feet off the tee.,ShotLog.Technical,"Club:lob wedge,Distance:60 feet,Condition:off the tee,Shape:None,Outcome:rolled off the back,Hole:hole 15",Technical shot voice log for NLP training
Hit a 5-iron from 280 yards uphill.,ShotLog.Technical,"Club:5-iron,Distance:280 yards,Condition:uphill,Shape:fade,Outcome:missed short,Hole:hole 1",Technical shot voice log for NLP training
Pushed a 5-wood into the hit a tree.,ShotLog.Technical,"Club:5-wood,Distance:5 feet,Condition:None,Shape:hook,Outcome:hit a tree,Hole:hole 15",Technical shot voice log for NLP training
Hit a hybrid from 95 feet .,ShotLog.Technical,"Club:hybrid,Distance:95 feet,Condition:None,Shape:slice,Outcome:rolled off the back,Hole:hole 6",Technical shot voice log for NLP training
Pushed a 3-wood into the landed on the green.,ShotLog.Technical,"Club:3-wood,Distance:210 yards,Condition:with a tailwind,Shape:pull,Outcome:landed on the green,Hole:hole 18",Technical shot voice log for NLP training
"5-iron shot from 15 feet, from a bad lie, landed .",ShotLog.Technical,"Club:5-iron,Distance:15 feet,Condition:from a bad lie,Shape:None,Outcome:None,Hole:hole 17",Technical shot voice log for NLP training
"Took a driver from 250 yards crosswind from the left, result was in the water.",ShotLog.Technical,"Club:driver,Distance:250 yards,Condition:crosswind from the left,Shape:pull,Outcome:in the water,Hole:hole 12",Technical shot voice log for NLP training
"Hit a pitching wedge from 35 feet crosswind from the left, and it in the water.",ShotLog.Technical,"Club:pitching wedge,Distance:35 feet,Condition:crosswind from the left,Shape:None,Outcome:in the water,Hole:hole 6",Technical shot voice log for NLP training
"Driver shot from 120 yards, dry fairway, landed missed right.",ShotLog.Technical,"Club:driver,Distance:120 yards,Condition:dry fairway,Shape:slice,Outcome:missed right,Hole:hole 6",Technical shot voice log for NLP training
Pushed a hybrid into the .,ShotLog.Technical,"Club:hybrid,Distance:230 yards,Condition:from a bad lie,Shape:hook,Outcome:None,Hole:hole 9",Technical shot voice log for NLP training
Hit a 8-iron from 230 yards uphill.,ShotLog.Technical,"Club:8-iron,Distance:230 yards,Condition:uphill,Shape:fade,Outcome:on the fairway,Hole:hole 15",Technical shot voice log for NLP training
Hit a 6-iron from 240 yards.,ShotLog.Technical,"Club:6-iron,Distance:240 yards,Condition:with a headwind,Shape:push,Outcome:in the rough,Hole:hole 3",Technical shot voice log for NLP training
"Hit a 4-iron from 240 yards crosswind from the left, and it missed short.",ShotLog.Technical,"Club:4-iron,Distance:240 yards,Condition:crosswind from the left,Shape:hook,Outcome:missed short,Hole:hole 1",Technical shot voice log for NLP training
"6-iron shot from 170 yards, wet fairway, landed in the bunker.",ShotLog.Technical,"Club:6-iron,Distance:170 yards,Condition:wet fairway,Shape:slice,Outcome:in the bunker,Hole:hole 5",Technical shot voice log for NLP training
"8-iron shot from 280 yards, downhill, landed missed short.",ShotLog.Technical,"Club:8-iron,Distance:280 yards,Condition:downhill,Shape:hook,Outcome:missed short,Hole:hole 9",Technical shot voice log for NLP training
