content_id,template_id,template_name,pillar,vark_mode,level,length,scenario_tags,pressure_level,lie_type,wind_condition,region_variant,script_text,cta_question,follow_up_prompt,confidence_rating_hint,do_not_say_flags
MC_00064,MC_T02_PRE_SHOT_FOCUS,Pre-Shot Focus,FOCUS,Aural,Build,micro,club_choice_confusion;tee_shot_commitment,low,tight,strong,EU,"Pick the target. Commit to the shot. One breath. Swing.
Add one detail: pace and commitment.
Say one phrase to yourself: “Smooth and committed.”",What’s the simplest shot you can commit to here?,Do you want a shorter version next time?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00065,MC_T02_PRE_SHOT_FOCUS,Pre-Shot Focus,FOCUS,Aural,Build,standard,club_choice_confusion;tee_shot_commitment,medium,fairway_bunker,moderate,US,"Decision first. Then commitment. One breath to slow the moment. One clear target. Then execute.
Add one detail: pace and commitment.
Use a quiet cue phrase. One sentence, same tone every time.",Are you fully committed to this target?,Ready to reset and move on?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00066,MC_T02_PRE_SHOT_FOCUS,Pre-Shot Focus,FOCUS,Aural,Build,deep,tee_shot_commitment;wind_adjustment,medium,greenside_bunker,strong,AU,"Run the sequence: choose, commit, breathe, go. If you’re still unsure, simplify the shot until you can fully commit.
Add one detail: pace and commitment.
Set your inner voice: calm, firm, simple. One cue phrase, then silence.",Are you fully committed to this target?,Do you want a shorter version next time?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00067,MC_T02_PRE_SHOT_FOCUS,Pre-Shot Focus,FOCUS,Aural,Compete,micro,approach_commitment;wind_adjustment,high,tight,strong,US,"Pick the target. Commit to the shot. One breath. Swing.
Narrow focus. Execute under pressure.
Say one phrase to yourself: “Smooth and committed.”",What’s the simplest shot you can commit to here?,Do you want a shorter version next time?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00068,MC_T02_PRE_SHOT_FOCUS,Pre-Shot Focus,FOCUS,Aural,Compete,standard,club_choice_confusion;wind_adjustment,high,perfect,strong,UK,"Decision first. Then commitment. One breath to slow the moment. One clear target. Then execute.
Narrow focus. Execute under pressure.
Use a quiet cue phrase. One sentence, same tone every time.",Are you fully committed to this target?,Should we keep this cue for the next hole?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00069,MC_T02_PRE_SHOT_FOCUS,Pre-Shot Focus,FOCUS,Aural,Compete,deep,tee_shot_commitment;approach_commitment,low,rough,strong,UK,"Run the sequence: choose, commit, breathe, go. If you’re still unsure, simplify the shot until you can fully commit.
Narrow focus. Execute under pressure.
Set your inner voice: calm, firm, simple. One cue phrase, then silence.",What’s the simplest shot you can commit to here?,Want to log this as working well?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00070,MC_T02_PRE_SHOT_FOCUS,Pre-Shot Focus,FOCUS,Aural,Maintain,micro,approach_commitment;club_choice_confusion,low,rough,calm,US,"Pick the target. Commit to the shot. One breath. Swing.
Stay consistent. Trust what works.
Say one phrase to yourself: “Smooth and committed.”",Are you fully committed to this target?,Want to log this as working well?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00071,MC_T02_PRE_SHOT_FOCUS,Pre-Shot Focus,FOCUS,Aural,Maintain,standard,club_choice_confusion;tight_lie,medium,perfect,calm,US,"Decision first. Then commitment. One breath to slow the moment. One clear target. Then execute.
Stay consistent. Trust what works.
Use a quiet cue phrase. One sentence, same tone every time.",Are you fully committed to this target?,Ready to reset and move on?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00072,MC_T02_PRE_SHOT_FOCUS,Pre-Shot Focus,FOCUS,Aural,Maintain,deep,club_choice_confusion;tee_shot_commitment,high,rough,moderate,US,"Run the sequence: choose, commit, breathe, go. If you’re still unsure, simplify the shot until you can fully commit.
Stay consistent. Trust what works.
Set your inner voice: calm, firm, simple. One cue phrase, then silence.",What’s the simplest shot you can commit to here?,Do you want a shorter version next time?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00073,MC_T02_PRE_SHOT_FOCUS,Pre-Shot Focus,FOCUS,ReadWrite,Foundation,micro,wind_adjustment;indecision_over_ball,high,fairway_bunker,strong,AU,"Pick the target. Commit to the shot. One breath. Swing.
Keep it simple and repeatable.
Name the task in words: “Pick. Commit. Swing.”",Are you fully committed to this target?,Do you want a shorter version next time?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00074,MC_T02_PRE_SHOT_FOCUS,Pre-Shot Focus,FOCUS,ReadWrite,Foundation,standard,wind_adjustment;tight_lie,low,greenside_bunker,strong,AU,"Decision first. Then commitment. One breath to slow the moment. One clear target. Then execute.
Keep it simple and repeatable.
Use a short written-style checklist in your head: target, plan, commit.",What’s the simplest shot you can commit to here?,Do you want to repeat this routine next shot?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00075,MC_T02_PRE_SHOT_FOCUS,Pre-Shot Focus,FOCUS,ReadWrite,Foundation,deep,club_choice_confusion;tee_shot_commitment,low,fairway_bunker,calm,UK,"Run the sequence: choose, commit, breathe, go. If you’re still unsure, simplify the shot until you can fully commit.
Keep it simple and repeatable.
Run a 4-line script: target, plan, breath, commit. Then go.",What’s the simplest shot you can commit to here?,Ready to reset and move on?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00076,MC_T02_PRE_SHOT_FOCUS,Pre-Shot Focus,FOCUS,ReadWrite,Build,micro,tight_lie;wind_adjustment,low,tight,moderate,UK,"Pick the target. Commit to the shot. One breath. Swing.
Add one detail: pace and commitment.
Name the task in words: “Pick. Commit. Swing.”",What’s the simplest shot you can commit to here?,Should we keep this cue for the next hole?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00077,MC_T02_PRE_SHOT_FOCUS,Pre-Shot Focus,FOCUS,ReadWrite,Build,standard,indecision_over_ball;club_choice_confusion,high,greenside_bunker,calm,AU,"Decision first. Then commitment. One breath to slow the moment. One clear target. Then execute.
Add one detail: pace and commitment.
Use a short written-style checklist in your head: target, plan, commit.",Are you fully committed to this target?,Do you want to repeat this routine next shot?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00078,MC_T02_PRE_SHOT_FOCUS,Pre-Shot Focus,FOCUS,ReadWrite,Build,deep,club_choice_confusion;tight_lie,high,rough,moderate,UK,"Run the sequence: choose, commit, breathe, go. If you’re still unsure, simplify the shot until you can fully commit.
Add one detail: pace and commitment.
Run a 4-line script: target, plan, breath, commit. Then go.",Are you fully committed to this target?,Do you want to repeat this routine next shot?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00079,MC_T02_PRE_SHOT_FOCUS,Pre-Shot Focus,FOCUS,ReadWrite,Compete,micro,wind_adjustment;club_choice_confusion,medium,fairway_bunker,strong,UK,"Pick the target. Commit to the shot. One breath. Swing.
Narrow focus. Execute under pressure.
Name the task in words: “Pick. Commit. Swing.”",What’s the simplest shot you can commit to here?,Ready to reset and move on?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00080,MC_T02_PRE_SHOT_FOCUS,Pre-Shot Focus,FOCUS,ReadWrite,Compete,standard,tee_shot_commitment;approach_commitment,medium,greenside_bunker,strong,AU,"Decision first. Then commitment. One breath to slow the moment. One clear target. Then execute.
Narrow focus. Execute under pressure.
Use a short written-style checklist in your head: target, plan, commit.",Are you fully committed to this target?,Ready to reset and move on?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00081,MC_T02_PRE_SHOT_FOCUS,Pre-Shot Focus,FOCUS,ReadWrite,Compete,deep,tight_lie;wind_adjustment,low,tight,moderate,AU,"Run the sequence: choose, commit, breathe, go. If you’re still unsure, simplify the shot until you can fully commit.
Narrow focus. Execute under pressure.
Run a 4-line script: target, plan, breath, commit. Then go.",Are you fully committed to this target?,Want to log this as working well?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00082,MC_T02_PRE_SHOT_FOCUS,Pre-Shot Focus,FOCUS,ReadWrite,Maintain,micro,approach_commitment;indecision_over_ball,high,greenside_bunker,moderate,US,"Pick the target. Commit to the shot. One breath. Swing.
Stay consistent. Trust what works.
Name the task in words: “Pick. Commit. Swing.”",What’s the simplest shot you can commit to here?,Ready to reset and move on?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00083,MC_T02_PRE_SHOT_FOCUS,Pre-Shot Focus,FOCUS,ReadWrite,Maintain,standard,approach_commitment;club_choice_confusion,high,greenside_bunker,calm,AU,"Decision first. Then commitment. One breath to slow the moment. One clear target. Then execute.
Stay consistent. Trust what works.
Use a short written-style checklist in your head: target, plan, commit.",What’s the simplest shot you can commit to here?,Want to log this as working well?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00084,MC_T02_PRE_SHOT_FOCUS,Pre-Shot Focus,FOCUS,ReadWrite,Maintain,deep,club_choice_confusion;tight_lie,high,tight,light,AU,"Run the sequence: choose, commit, breathe, go. If you’re still unsure, simplify the shot until you can fully commit.
Stay consistent. Trust what works.
Run a 4-line script: target, plan, breath, commit. Then go.",What’s the simplest shot you can commit to here?,Do you want to repeat this routine next shot?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00085,MC_T02_PRE_SHOT_FOCUS,Pre-Shot Focus,FOCUS,Kinesthetic,Foundation,micro,indecision_over_ball;tight_lie,medium,tight,calm,UK,"Pick the target. Commit to the shot. One breath. Swing.
Keep it simple and repeatable.
Feel your feet. One slow exhale. Loose grip pressure.",What’s the simplest shot you can commit to here?,Do you want a shorter version next time?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00086,MC_T02_PRE_SHOT_FOCUS,Pre-Shot Focus,FOCUS,Kinesthetic,Foundation,standard,tight_lie;indecision_over_ball,high,perfect,strong,US,"Decision first. Then commitment. One breath to slow the moment. One clear target. Then execute.
Keep it simple and repeatable.
Feel posture, balance, and tempo. Let the body lead, not the noise.",Are you fully committed to this target?,Do you want to repeat this routine next shot?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00087,MC_T02_PRE_SHOT_FOCUS,Pre-Shot Focus,FOCUS,Kinesthetic,Foundation,deep,club_choice_confusion;approach_commitment,high,fairway_bunker,light,EU,"Run the sequence: choose, commit, breathe, go. If you’re still unsure, simplify the shot until you can fully commit.
Keep it simple and repeatable.
Use a body scan: feet → hands → shoulders. Exhale, then move with tempo.",Are you fully committed to this target?,Want to log this as working well?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00088,MC_T02_PRE_SHOT_FOCUS,Pre-Shot Focus,FOCUS,Kinesthetic,Build,micro,club_choice_confusion;tee_shot_commitment,low,rough,strong,EU,"Pick the target. Commit to the shot. One breath. Swing.
Add one detail: pace and commitment.
Feel your feet. One slow exhale. Loose grip pressure.",What’s the simplest shot you can commit to here?,Want to log this as working well?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
